TIME,POINT1,POINT2,POINT3
0.000000,179.977770,179.955539,0.002000
0.020000,179.950472,179.916159,0.002000
0.040000,179.921580,179.880703,0.002000
0.060000,179.892453,179.848012,0.002000
0.080000,179.863662,179.817288,0.002000
0.100000,179.835439,179.788018,0.002000
0.120000,179.807857,179.759871,0.002000
0.140000,179.780916,179.732628,0.002000
0.160000,179.754585,179.706137,0.002000
0.180000,179.728821,179.680290,0.002000
0.200000,179.703578,179.655005,0.002000
0.220000,179.678811,179.630220,0.002000
0.240000,179.654481,179.605883,0.002000
0.260000,179.630551,179.581954,0.002000
0.280000,179.606988,179.558395,0.002000
0.300000,179.583766,179.535179,0.002000
0.320000,179.560857,179.512277,0.002000
0.340000,179.538240,179.489668,0.002000
0.360000,179.515896,179.467331,0.002000
0.380000,179.493806,179.445248,0.002000
0.400000,179.471956,179.423405,0.002000
0.420000,179.450332,179.401788,0.002000
0.440000,179.428921,179.380384,0.002000
0.460000,179.407714,179.359184,0.002000
0.480000,179.386703,179.338179,0.002000
0.500000,179.365882,179.317362,0.002000
0.520000,179.345244,179.296730,0.002000
0.540000,179.324788,179.276278,0.002000
0.560000,179.304513,179.256007,0.002000
0.580000,179.284420,179.235917,0.002000
0.600000,179.264513,179.216012,0.002000
0.620000,179.244798,179.196298,0.002000
0.640000,179.225283,179.176784,0.002000
0.660000,179.205979,179.157481,0.002000
0.680000,179.186901,179.138403,0.002000
0.700000,179.168065,179.119566,0.002000
0.720000,179.149491,179.100990,0.002000
0.740000,179.131200,179.082697,0.002000
0.760000,179.113221,179.064715,0.002000
0.780000,179.095575,179.047069,0.002000
0.800000,179.078310,179.029796,0.002000
0.820000,179.061425,179.012917,0.002000
0.840000,179.045026,178.996496,0.002000
0.860000,179.029021,178.980521,0.002000
0.880000,179.013703,178.965136,0.002000
0.900000,178.998643,178.950190,0.002000
0.920000,178.984775,178.936099,0.002000
0.940000,178.970511,178.922232,0.002000
0.960000,178.958896,178.909884,0.002000
0.980000,178.944564,178.896860,0.002000
1.000000,178.937297,178.887248,0.002000
1.020000,178.919843,178.873930,0.002000
1.040000,178.922828,178.869636,0.002000
1.060000,178.892708,178.852207,0.002000
1.080000,178.922935,178.860410,0.002000
1.100000,178.851861,178.827289,0.002000
1.120000,178.957978,178.868295,0.002000
1.140000,178.764548,178.785892,0.002000
1.160000,179.084237,178.916900,0.002000
1.180000,178.539048,178.690276,0.002000
1.200000,179.456974,179.070800,0.002000
1.220000,177.924768,178.436702,0.002000
1.240000,180.503972,179.507072,0.002000
1.260000,176.256255,177.748251,0.002000
1.280000,183.416102,180.715897,0.002000
1.300000,171.857887,175.919727,0.002000
1.320000,191.637131,184.100748,0.002000
1.340000,161.101017,171.360257,0.002000
1.360000,215.910481,194.000472,0.002000
1.380000,140.659798,161.990269,0.002000
1.400000,289.507980,224.899577,0.002000
1.420000,143.531168,157.311839,0.002000
1.440000,418.745376,306.871320,0.002000
1.460000,273.253055,231.326702,0.002000
1.480000,405.939013,347.776372,0.002000
1.500000,337.813870,319.308852,0.002000
1.520000,387.255901,358.937870,0.002000
1.540000,365.472139,356.164857,0.002000
1.560000,385.920108,372.936349,0.002000
1.580000,381.275960,376.178514,0.002000
1.600000,391.540740,385.315959,0.002000
1.620000,392.628824,389.615608,0.002000
1.640000,398.909708,395.668484,0.002000
1.660000,401.728294,399.818651,0.002000
1.680000,406.260358,404.390447,0.002000
1.700000,409.421797,408.128109,0.002000
1.720000,413.065768,411.865239,0.002000
1.740000,416.113170,415.179537,0.002000
1.760000,419.223521,418.374706,0.002000
1.780000,422.029976,421.316509,0.002000
1.800000,424.767972,424.119395,0.002000
1.820000,427.318923,426.746356,0.002000
1.840000,429.769134,429.243818,0.002000
1.860000,432.084375,431.606084,0.002000
1.880000,434.298689,433.854612,0.002000
1.900000,436.405419,435.992821,0.002000
1.920000,438.420050,438.032514,0.002000
1.940000,440.344292,439.979070,0.002000
1.960000,442.186718,441.840162,0.002000
1.980000,443.951118,443.621004,0.002000
2.000000,445.643203,445.327215,0.002000
2.020000,447.266900,446.963337,0.002000
2.040000,448.826516,448.533784,0.002000
2.060000,450.325589,450.042400,0.002000
2.080000,451.767592,451.492788,0.002000
2.100000,453.155592,452.888191,0.002000
2.120000,454.492484,454.231616,0.002000
2.140000,455.780903,455.525813,0.002000
2.160000,457.023308,456.773328,0.002000
2.180000,458.221966,457.976508,0.002000
2.200000,459.378991,459.137535,0.002000
2.220000,460.496345,460.258431,0.002000
2.240000,461.575860,461.341078,0.002000
