TIME,POINT1,POINT2,POINT3
0.000000,202.289743,201.394088,200.709844
0.020000,205.150812,203.162827,201.779198
0.040000,208.500407,205.296991,203.236050
0.060000,212.239434,207.775260,205.079584
0.080000,216.275522,210.567531,207.287951
0.100000,220.533039,213.638929,209.828150
0.120000,224.953064,216.953304,212.662971
0.140000,229.490370,220.475697,215.754852
0.160000,234.110182,224.173630,219.067990
0.180000,238.785465,228.017665,222.569317
0.200000,243.494895,231.981512,226.228870
0.220000,248.221367,236.041884,230.019829
0.240000,252.950950,240.178276,233.918355
0.260000,257.672114,244.372656,237.903378
0.280000,262.375203,248.609230,241.956312
0.300000,267.052024,252.874123,246.060816
0.320000,271.695584,257.155207,250.202517
0.340000,276.299851,261.441820,254.368810
0.360000,280.859627,265.724669,258.548621
0.380000,285.370422,269.995612,262.732292
0.400000,289.828437,274.247676,266.911406
0.420000,294.230415,278.474707,271.078665
0.440000,298.573590,282.671432,275.227661
0.460000,302.855505,286.832999,279.352731
0.480000,307.073889,290.955060,283.448648
0.500000,311.226516,295.033383,287.510594
0.520000,315.311180,299.064013,291.533884
0.540000,319.325653,303.043008,295.514073
0.560000,323.267723,306.966593,299.446675
0.580000,327.134936,310.830659,303.327232
0.600000,330.924695,314.631307,307.151156
0.620000,334.634144,318.364572,310.914259
0.640000,338.260690,322.027251,314.612594
0.660000,341.801792,325.616174,318.242961
0.680000,345.255500,329.129307,321.802487
0.700000,348.620148,332.565025,325.289632
0.720000,351.895528,335.923722,328.703647
0.740000,355.082043,339.205617,332.045246
0.760000,358.181520,342.413008,335.315416
0.780000,361.196013,345.547416,338.516557
0.800000,364.129079,348.613111,341.651096
0.820000,366.984149,351.612472,344.723171
0.840000,369.766325,354.551114,347.736022
0.860000,372.479891,357.431304,350.694506
0.880000,375.130804,360.259267,353.601525
0.900000,377.723218,363.036159,356.461763
0.920000,380.263020,365.768391,359.276831
0.940000,382.752498,368.454255,362.050868
0.960000,385.196141,371.100243,364.783398
0.980000,387.593395,373.701272,367.478157
1.000000,389.948264,376.265948,370.132446
1.020000,392.257887,378.785167,372.750971
1.040000,394.527402,381.271641,375.328782
1.060000,396.751498,383.710563,377.872702
1.080000,398.937653,386.121571,380.374611
1.100000,401.076891,388.480516,382.845212
1.120000,403.180904,390.818191,385.271372
1.140000,405.235526,393.096174,387.669931
1.160000,407.259917,395.363553,390.020038
1.180000,409.231762,397.559180,392.348486
1.200000,411.181898,399.761684,394.621932
1.220000,413.074033,401.872797,396.883444
1.240000,414.957882,404.019641,399.079527
1.260000,416.774071,406.042891,401.280114
1.280000,418.602976,408.149010,403.398344
1.300000,420.346401,410.077477,405.547938
1.320000,422.135116,412.165555,407.586372
1.340000,423.805931,413.984558,409.699335
1.360000,425.573501,416.088894,411.651480
1.380000,427.165493,417.768943,413.748149
1.400000,428.936259,419.941115,415.599026
1.420000,430.430551,421.426150,417.709440
1.440000,432.239423,423.749247,419.429874
1.460000,433.601153,424.943885,421.602518
1.480000,435.507773,427.560933,423.143966
1.500000,436.682778,428.314443,425.464739
1.520000,438.796243,431.476718,426.757697
1.540000,439.716463,431.579012,429.385350
1.560000,442.239157,435.709365,430.361118
1.580000,442.876759,434.978325,433.578100
1.600000,446.139432,440.610550,434.286749
1.620000,446.706470,439.253625,438.448015
1.640000,450.928417,446.299735,439.333173
1.660000,452.032585,445.235114,444.296422
1.680000,456.681197,452.329327,445.946169
1.700000,458.591432,452.401057,450.897451
1.720000,462.993171,458.478763,453.276559
1.740000,465.468481,459.726930,457.754547
1.760000,469.403654,464.682990,460.557632
1.780000,472.148785,466.741010,464.519166
1.800000,475.656019,470.847978,467.489812
1.820000,478.474856,473.344179,471.036083
1.840000,481.651311,476.881756,474.020803
1.860000,484.437637,479.559059,477.258559
1.880000,487.366247,482.722442,480.178335
1.900000,490.069046,485.430399,483.184977
1.920000,492.806495,488.338126,486.003777
1.940000,495.404569,490.997939,488.828906
1.960000,497.986745,493.717824,491.533372
1.980000,500.473925,496.292554,494.207760
2.000000,502.923321,498.862849,496.795662
2.020000,505.300547,501.337915,499.338595
2.040000,507.631851,503.780700,501.812729
2.060000,509.903181,506.152604,504.237060
2.080000,512.126728,508.481522,506.602278
2.100000,514.297385,510.751920,508.917315
2.120000,516.421119,512.976318,511.179122
2.140000,518.496636,515.149083,513.392227
2.160000,520.527196,517.276144,515.556186
2.180000,522.513068,519.355995,517.673626
2.200000,524.456356,521.391790,519.745147
2.220000,526.357950,523.383692,521.772559
2.240000,528.219452,525.333696,523.756849
2.260000,530.041973,527.242603,525.699460
2.280000,531.826896,529.111911,527.601494
2.300000,533.575376,530.942639,529.464213
2.320000,535.288648,532.736056,531.288726
2.340000,536.967834,534.493221,533.076180
2.360000,538.614065,536.215276,534.827644
2.380000,540.228394,537.903250,536.544183
2.400000,541.811846,539.558190,538.226807
2.420000,543.365374,541.181053,539.876510
2.440000,544.889891,542.772777,541.494239
2.460000,546.386255,544.334254,543.080923
2.480000,547.855292,545.866358,544.637442
2.500000,549.297788,547.369922,546.164640
2.520000,550.714555,548.845750,547.663327
2.540000,552.106311,550.294611,549.134282
2.560000,553.473753,551.717250,550.578253
2.580000,554.817574,553.114402,551.995959
2.600000,556.138404,554.486804,553.388100
2.620000,557.436835,555.835074,554.755367
2.640000,558.713432,557.159832,556.098474
2.660000,559.968932,558.461691,557.418023
2.680000,561.203715,559.741217,558.714606
2.700000,562.418283,560.999011,559.988791
2.720000,563.613071,562.235812,561.241142
2.740000,564.788509,563.451898,562.472458
2.760000,565.945020,564.647784,563.683111
2.780000,567.083010,565.823918,564.873556
2.800000,568.202869,566.980740,566.044250
2.820000,569.304973,568.118677,567.195639
2.840000,570.389680,569.238147,568.328159
2.860000,571.457335,570.339552,569.442229
2.880000,572.508269,571.423284,570.538256
2.900000,573.542799,572.489722,571.616634
2.920000,574.561235,573.539233,572.677743
2.940000,575.563875,574.572173,573.721953
2.960000,576.551009,575.588888,574.749622
2.980000,577.522922,576.589715,575.761097
3.000000,578.479889,577.574976,576.756717
3.020000,579.422184,578.544987,577.736809
3.040000,580.350074,579.500053,578.701692
3.060000,581.263825,580.440469,579.651670
3.080000,582.163697,581.366521,580.587040
3.100000,583.049950,582.278487,581.508086
3.120000,583.922839,583.176634,582.415086
3.140000,584.782614,584.061222,583.308306
3.160000,585.629522,584.932500,584.188006
3.180000,586.463805,585.790710,585.054434
3.200000,587.285718,586.636088,585.907832
3.220000,588.095488,587.468859,586.748433
3.240000,588.893348,588.289272,587.576460
3.260000,589.679521,589.097526,588.392158
3.280000,590.454225,589.893837,589.195732
3.300000,591.217677,590.678406,589.987387
3.320000,591.970085,591.451434,590.767323
3.340000,592.711651,592.213118,591.535736
3.360000,593.442570,592.963653,592.292821
3.380000,594.163027,593.703228,593.038771
3.400000,594.873202,594.432030,593.773774
3.420000,595.573267,595.150243,594.498017
3.440000,596.263515,595.858045,595.211685
3.460000,596.944037,596.555771,595.914958
3.480000,597.614963,597.243448,596.608178
3.500000,598.276442,597.921272,597.291403
3.520000,598.928618,598.589390,597.964782
3.540000,599.571636,599.247957,598.628474
3.560000,600.205638,599.897129,599.282637
3.580000,600.831807,600.537058,599.927429
3.600000,601.449109,601.169192,600.563003
3.620000,602.057736,601.791969,601.190835
3.640000,602.657873,602.405957,601.809474
3.660000,603.249660,603.011258,602.419237
3.680000,603.833234,603.608023,603.020323
3.700000,604.408726,604.196396,603.612896
3.720000,604.976259,604.776515,604.197109
3.740000,605.535954,605.348517,604.773103
3.760000,606.087930,605.912533,605.341016
3.780000,606.632299,606.468692,605.900982
3.800000,607.169175,607.017118,606.453132
3.820000,607.698666,607.557937,606.997594
3.840000,608.220881,608.091268,607.534492
3.860000,608.735926,608.617231,608.063951
