TIME,POINT1,POINT2,POINT3
0.000000,239.970043,239.940087,0.002000
0.020000,239.933803,239.886476,0.002000
0.040000,239.895241,239.837847,0.002000
0.060000,239.856103,239.792876,0.002000
0.080000,239.817195,239.750591,0.002000
0.100000,239.778882,239.710327,0.002000
0.120000,239.741316,239.671634,0.002000
0.140000,239.704535,239.634207,0.002000
0.160000,239.668527,239.597829,0.002000
0.180000,239.633253,239.562347,0.002000
0.200000,239.598665,239.527644,0.002000
0.220000,239.564712,239.493630,0.002000
0.240000,239.531346,239.460234,0.002000
0.260000,239.498522,239.427398,0.002000
0.280000,239.466198,239.395073,0.002000
0.300000,239.434338,239.363217,0.002000
0.320000,239.402907,239.331794,0.002000
0.340000,239.371877,239.300774,0.002000
0.360000,239.341221,239.270129,0.002000
0.380000,239.310915,239.239834,0.002000
0.400000,239.280937,239.209867,0.002000
0.420000,239.251269,239.180210,0.002000
0.440000,239.221892,239.150845,0.002000
0.460000,239.192791,239.121755,0.002000
0.480000,239.163953,239.092928,0.002000
0.500000,239.135364,239.064350,0.002000
0.520000,239.107014,239.036011,0.002000
0.540000,239.078893,239.007900,0.002000
0.560000,239.050993,238.980009,0.002000
0.580000,239.023306,238.952332,0.002000
0.600000,238.995827,238.924862,0.002000
0.620000,238.968552,238.897596,0.002000
0.640000,238.941476,238.870528,0.002000
0.660000,238.914599,238.843659,0.002000
0.680000,238.887920,238.816988,0.002000
0.700000,238.861441,238.790516,0.002000
0.720000,238.835163,238.764245,0.002000
0.740000,238.809091,238.738179,0.002000
0.760000,238.783229,238.712324,0.002000
0.780000,238.757587,238.686687,0.002000
0.800000,238.732170,238.661276,0.002000
0.820000,238.706991,238.636102,0.002000
0.840000,238.682060,238.611176,0.002000
0.860000,238.657391,238.586511,0.002000
0.880000,238.632998,238.562123,0.002000
0.900000,238.608898,238.538027,0.002000
0.920000,238.585109,238.514242,0.002000
0.940000,238.561649,238.490786,0.002000
0.960000,238.538540,238.467680,0.002000
0.980000,238.515803,238.444947,0.002000
1.000000,238.493462,238.422609,0.002000
1.020000,238.471542,238.400692,0.002000
1.040000,238.450068,238.379222,0.002000
1.060000,238.429068,238.358225,0.002000
1.080000,238.408568,238.337729,0.002000
1.100000,238.388604,238.317766,0.002000
1.120000,238.369193,238.298362,0.002000
1.140000,238.350388,238.279555,0.002000
1.160000,238.332185,238.261363,0.002000
1.180000,238.314676,238.243843,0.002000
1.200000,238.297797,238.226989,0.002000
1.220000,238.281741,238.210900,0.002000
1.240000,238.266286,238.195505,0.002000
1.260000,238.251875,238.181007,0.002000
1.280000,238.237903,238.167176,0.002000
1.300000,238.225400,238.154460,0.002000
1.320000,238.212869,238.142260,0.002000
1.340000,238.202693,238.131584,0.002000
1.360000,238.191339,238.120990,0.002000
1.380000,238.184234,238.112747,0.002000
1.400000,238.173320,238.103537,0.002000
1.420000,238.170722,238.098407,0.002000
1.440000,238.158506,238.089944,0.002000
1.460000,238.163300,238.089205,0.002000
1.480000,238.145953,238.079985,0.002000
1.500000,238.164017,238.086156,0.002000
1.520000,238.133415,238.072893,0.002000
1.540000,238.176763,238.091036,0.002000
1.560000,238.116032,238.066816,0.002000
1.580000,238.209126,238.107146,0.002000
1.600000,238.083732,238.057735,0.002000
1.620000,238.276084,238.140852,0.002000
1.640000,238.016151,238.037366,0.002000
1.660000,238.407315,238.204609,0.002000
1.680000,237.872803,237.989088,0.002000
1.700000,238.661685,238.322987,0.002000
1.720000,237.574425,237.880250,0.002000
1.740000,239.156256,238.544774,0.002000
1.760000,236.968714,237.648098,0.002000
1.780000,240.125602,238.967858,0.002000
1.800000,235.771602,237.175903,0.002000
1.820000,242.047642,239.792711,0.002000
1.840000,233.483794,236.259888,0.002000
1.860000,245.923440,241.444372,0.002000
1.880000,229.350241,234.596562,0.002000
1.900000,253.910717,244.865721,0.002000
1.920000,222.770015,231.960617,0.002000
1.940000,270.530014,252.194647,0.002000
1.960000,215.850967,229.302356,0.002000
1.980000,302.381272,267.668085,0.002000
2.000000,220.958815,232.669695,0.002000
2.020000,342.573791,293.941836,0.002000
2.040000,253.693444,255.389633,0.002000
2.060000,359.178935,317.455125,0.002000
2.080000,290.612717,289.942989,0.002000
2.100000,358.458220,330.614167,0.002000
2.120000,315.635442,315.902699,0.002000
2.140000,356.761173,340.061683,0.002000
2.160000,331.960723,332.963961,0.002000
2.180000,357.317733,347.675207,0.002000
2.200000,343.321007,344.503161,0.002000
2.220000,359.470678,353.931491,0.002000
2.240000,351.759866,352.800259,0.002000
2.260000,362.379666,359.161679,0.002000
2.280000,358.335474,359.125149,0.002000
2.300000,365.536454,363.626041,0.002000
2.320000,363.640081,364.181220,0.002000
2.340000,368.678417,367.508861,0.002000
2.360000,368.036343,368.373070,0.002000
2.380000,371.680867,370.935301,0.002000
2.400000,371.761183,371.944716,0.002000
2.420000,374.491597,373.991442,0.002000
2.440000,374.975795,375.050570,0.002000
2.460000,377.095465,376.738916,0.002000
2.480000,377.792845,377.792978,0.002000
2.500000,379.495705,379.223976,0.002000
2.520000,380.292787,380.242779,0.002000
2.540000,381.704088,381.482805,0.002000
2.560000,382.534234,382.450978,0.002000
2.580000,383.735792,383.544624,0.002000
2.600000,384.560776,384.455613,0.002000
2.620000,385.606760,385.433561,0.002000
2.640000,386.405528,386.285940,0.002000
2.660000,387.332395,387.169852,0.002000
2.680000,388.094194,387.965060,0.002000
2.700000,388.926975,388.770660,0.002000
2.720000,389.647152,389.511632,0.002000
2.740000,390.403440,390.250661,0.002000
2.760000,391.080884,390.941017,0.002000
2.780000,391.773375,391.622497,0.002000
2.800000,392.408968,392.266069,0.002000
2.820000,393.047093,392.897122,0.002000
2.840000,393.642772,393.497694,0.002000
2.860000,394.233748,394.084084,0.002000
2.880000,394.791954,394.645253,0.002000
2.900000,395.341464,395.191750,0.002000
2.920000,395.864820,395.716863,0.002000
2.940000,396.377461,396.227490,0.002000
2.960000,396.868588,396.719619,0.002000
2.980000,397.348172,397.197826,0.002000
3.000000,397.809588,397.659777,0.002000
3.020000,398.259339,398.108559,0.002000
3.040000,398.693415,398.542878,0.002000
3.060000,399.116109,398.964865,0.002000
3.080000,399.525044,399.373867,0.002000
3.100000,399.923102,399.771390,0.002000
3.120000,400.308926,400.157171,0.002000
3.140000,400.684485,400.532310,0.002000
3.160000,401.049058,400.896775,0.002000
3.180000,401.404024,401.251397,0.002000
3.200000,401.749050,401.596280,0.002000
3.220000,402.085132,401.932069,0.002000
3.240000,402.412170,402.258945,0.002000
3.260000,402.730909,402.577427,0.002000
3.280000,403.041389,402.887735,0.002000
3.300000,403.344181,403.190299,0.002000
3.320000,403.639410,403.485353,0.002000
3.340000,403.927528,403.773262,0.002000
3.360000,404.208704,404.054265,0.002000
3.380000,404.483310,404.328677,0.002000
3.400000,404.751533,404.596731,0.002000
3.420000,405.013688,404.858705,0.002000
3.440000,405.269970,405.114822,0.002000
3.460000,405.520650,405.365330,0.002000
3.480000,405.765920,405.610441,0.002000
3.500000,406.006020,405.850379,0.002000
3.520000,406.241136,406.085340,0.002000
3.540000,406.471480,406.315530,0.002000
3.560000,406.697231,406.541132,0.002000
3.580000,406.918580,406.762333,0.002000
3.600000,407.135695,406.979305,0.002000
3.620000,407.348751,407.192218,0.002000
3.640000,407.557904,407.401233,0.002000
3.660000,407.763314,407.606506,0.002000
3.680000,407.965128,407.808186,0.002000
3.700000,408.163492,408.006418,0.002000
3.720000,408.358543,408.201340,0.002000
3.740000,408.550417,408.393085,0.002000
3.760000,408.739239,408.581782,0.002000
3.780000,408.925135,408.767555,0.002000
3.800000,409.108223,408.950522,0.002000
3.820000,409.288619,409.130798,0.002000
3.840000,409.466432,409.308493,0.002000
3.860000,409.641770,409.483713,0.002000
3.880000,409.814733,409.656562,0.002000
3.900000,409.985422,409.827137,0.002000
3.920000,410.153930,409.995534,0.002000
3.940000,410.320351,410.161844,0.002000
3.960000,410.484772,410.326155,0.002000
3.980000,410.647278,410.488553,0.002000
4.000000,410.807952,410.649120,0.002000
4.020000,410.966872,410.807934,0.002000
4.040000,411.124114,410.965072,0.002000
4.060000,411.279753,411.120608,0.002000
4.080000,411.433859,411.274611,0.002000
4.100000,411.586500,411.427150,0.002000
4.120000,411.737742,411.578292,0.002000
4.140000,411.887648,411.728098,0.002000
4.160000,412.036281,411.876632,0.002000
4.180000,412.183698,412.023950,0.002000
4.200000,412.329956,412.170111,0.002000
4.220000,412.475111,412.315169,0.002000
4.240000,412.619214,412.459177,0.002000
4.260000,412.762318,412.602185,0.002000
4.280000,412.904471,412.744244,0.002000
4.300000,413.045721,412.885399,0.002000
4.320000,413.186112,413.025697,0.002000
4.340000,413.325690,413.165181,0.002000
4.360000,413.464496,413.303895,0.002000
4.380000,413.602571,413.441878,0.002000
4.400000,413.739955,413.579170,0.002000
4.420000,413.876686,413.715809,0.002000
4.440000,414.012799,413.851832,0.002000
4.460000,414.148331,413.987273,0.002000
4.480000,414.283315,414.122166,0.002000
4.500000,414.417783,414.256545,0.002000
4.520000,414.551768,414.390440,0.002000
4.540000,414.685299,414.523882,0.002000
4.560000,414.818406,414.656900,0.002000
4.580000,414.951117,414.789521,0.002000
4.600000,415.083458,414.921774,0.002000
4.620000,415.215456,415.053684,0.002000
4.640000,415.347136,415.185275,0.002000
4.660000,415.478522,415.316573,0.002000
4.680000,415.609637,415.447600,0.002000
4.700000,415.740503,415.578378,0.002000
4.720000,415.871142,415.708929,0.002000
4.740000,416.001574,415.839274,0.002000
4.760000,416.131820,415.969432,0.002000
4.780000,416.261897,416.099422,0.002000
4.800000,416.391825,416.229262,0.002000
4.820000,416.521620,416.358970,0.002000
4.840000,416.651301,416.488564,0.002000
4.860000,416.780883,416.618058,0.002000
4.880000,416.910380,416.747469,0.002000
4.900000,417.039810,416.876811,0.002000
4.920000,417.169185,417.006098,0.002000
4.940000,417.298519,417.135345,0.002000
4.960000,417.427826,417.264565,0.002000
4.980000,417.557118,417.393769,0.002000
5.000000,417.686406,417.522971,0.002000
5.020000,417.815704,417.652181,0.002000
5.040000,417.945020,417.781410,0.002000
5.060000,418.074367,417.910669,0.002000
5.080000,418.203754,418.039969,0.002000
5.100000,418.333191,418.169318,0.002000
5.120000,418.462686,418.298725,0.002000
5.140000,418.592249,418.428201,0.002000
5.160000,418.721889,418.557752,0.002000
5.180000,418.851612,418.687387,0.002000
5.200000,418.981426,418.817113,0.002000
5.220000,419.111339,418.946938,0.002000
5.240000,419.241358,419.076868,0.002000
5.260000,419.371488,419.206910,0.002000
5.280000,419.501736,419.337070,0.002000
5.300000,419.632109,419.467354,0.002000
5.320000,419.762611,419.597767,0.002000
5.340000,419.893247,419.728314,0.002000
5.360000,420.024023,419.859001,0.002000
5.380000,420.154943,419.989832,0.002000
5.400000,420.286012,420.120811,0.002000
5.420000,420.417233,420.251943,0.002000
5.440000,420.548611,420.383231,0.002000
5.460000,420.680148,420.514678,0.002000
5.480000,420.811850,420.646290,0.002000
5.500000,420.943717,420.778067,0.002000
5.520000,421.075754,420.910014,0.002000
5.540000,421.207963,421.042132,0.002000
5.560000,421.340347,421.174425,0.002000
5.580000,421.472907,421.306895,0.002000
5.600000,421.605647,421.439543,0.002000
5.620000,421.738567,421.572372,0.002000
5.640000,421.871670,421.705384,0.002000
5.660000,422.004957,421.838579,0.002000
5.680000,422.138429,421.971960,0.002000
5.700000,422.272088,422.105526,0.002000
5.720000,422.405934,422.239281,0.002000
5.740000,422.539969,422.373224,0.002000
