TIME,POINT1,POINT2,POINT3
0.000000,183.277307,181.056190,180.405092
0.020000,187.378914,182.477230,181.086726
0.040000,192.172459,184.282055,182.094304
0.060000,197.498121,186.464027,183.456484
0.080000,203.209483,188.998200,185.179259
0.100000,209.188557,191.851472,187.250404
0.120000,215.344079,194.988558,189.646245
0.140000,221.606646,198.374154,192.337286
0.160000,227.923625,201.974461,195.291754
0.180000,234.254994,205.757836,198.477842
0.200000,240.570196,209.695169,201.864957
0.220000,246.845776,213.760011,205.424428
0.240000,253.063695,217.928511,209.129850
0.260000,259.210029,222.179398,212.957183
0.280000,265.274199,226.493865,216.884868
0.300000,271.248208,230.855379,220.893660
0.320000,277.125906,235.249096,224.966345
0.340000,282.902203,239.661475,229.087225
0.360000,288.572291,244.078994,233.241325
0.380000,294.130874,248.488167,237.413679
0.400000,299.571160,252.874465,241.589144
0.420000,304.885677,257.225518,245.753285
0.440000,310.069042,261.532351,249.894945
0.460000,315.118202,265.788449,254.005767
0.480000,320.033638,269.994311,258.082029
0.500000,324.820239,274.151034,262.124629
0.520000,329.485658,278.263746,266.134689
0.540000,334.038133,282.333792,270.115454
0.560000,338.484541,286.363604,274.066786
0.580000,342.827427,290.349580,277.988406
0.600000,347.064675,294.288684,281.875843
0.620000,351.187661,298.173522,285.725251
0.640000,355.187954,301.999802,289.531387
0.660000,359.064416,305.771794,293.295292
0.680000,362.828917,309.500649,297.023123
0.700000,366.501585,313.198672,300.724502
0.720000,370.106915,316.878441,304.408390
0.740000,373.666527,320.548299,308.082717
0.760000,377.195908,324.209896,311.751462
0.780000,380.703157,327.864888,315.416308
0.800000,384.198329,331.514180,319.077922
0.820000,387.693579,335.159109,322.737226
0.840000,391.188019,338.802832,326.394522
0.860000,394.679435,342.440403,330.051674
0.880000,398.162066,346.076918,333.704860
0.900000,401.633206,349.699396,337.356225
0.920000,405.084269,353.319752,340.996167
0.940000,408.516263,356.911958,344.630306
0.960000,411.912419,360.507019,348.240992
0.980000,415.278958,364.052980,351.846233
1.000000,418.590225,367.619565,355.413768
1.020000,421.868727,371.096120,358.985717
1.040000,425.069355,374.633291,362.495472
1.060000,428.246219,378.003487,366.032704
1.080000,431.311493,381.519595,369.461114
1.100000,434.379698,384.724835,372.965123
1.120000,437.276857,388.258995,376.272217
1.140000,440.239717,391.205202,379.759317
1.160000,442.922039,394.857096,382.883256
1.180000,445.806084,397.380942,386.406079
1.200000,448.204282,401.375147,389.248334
1.220000,451.093683,403.184916,392.939758
1.240000,453.112386,407.994455,395.339795
1.260000,456.222349,408.567428,399.495161
1.280000,457.727929,415.166337,401.190488
1.300000,461.523550,413.717335,406.439422
1.320000,462.415428,423.925941,407.160387
1.340000,467.809820,420.170238,414.720687
1.360000,468.679193,435.202560,415.045636
1.380000,476.233588,431.502519,425.443628
1.400000,478.924819,446.633250,427.621983
1.420000,486.497068,445.913711,437.566801
1.440000,490.730166,457.327912,441.631383
1.460000,497.291242,459.460269,449.757543
1.480000,502.070109,467.723183,454.699327
1.500000,507.748802,471.445866,461.379755
1.520000,512.550355,477.843038,466.517547
1.540000,517.621310,482.202228,472.272048
1.560000,522.249095,487.584837,477.292055
1.580000,526.896176,492.077463,482.455752
1.600000,531.294922,496.889420,487.247198
1.620000,535.624682,501.296401,492.005093
1.640000,539.792227,505.749024,496.547186
1.660000,543.865192,509.991273,500.999749
1.680000,547.815281,514.183748,505.304677
1.700000,551.668167,518.242863,509.509090
1.720000,555.415764,522.224024,513.597888
1.740000,559.076317,526.102421,517.589445
1.760000,562.649194,529.897053,521.481915
1.780000,566.137719,533.601751,525.283395
1.800000,569.541780,537.223991,528.995513
1.820000,572.863390,540.763781,532.622608
1.840000,576.104114,544.225145,536.166904
1.860000,579.266295,547.610295,539.631483
1.880000,582.352037,550.921061,543.019013
1.900000,585.363421,554.159364,546.332099
1.920000,588.302170,557.327660,549.573200
1.940000,591.169757,560.428282,552.745745
1.960000,593.967390,563.464204,555.851933
1.980000,596.696709,566.437597,558.893969
2.000000,599.358517,569.350175,561.874226
2.020000,601.953617,572.203392,564.795083
2.040000,604.489817,574.998544,567.658836
2.060000,606.961970,577.736728,570.467598
2.080000,609.371305,580.419174,573.223248
2.100000,611.719628,583.047187,575.927549
2.120000,614.009768,585.622126,578.582120
2.140000,616.244047,588.145581,581.188370
2.160000,618.424165,590.619622,583.747501
2.180000,620.551489,593.046371,586.260601
2.200000,622.627242,595.428458,588.728606
2.220000,624.652679,597.767169,591.152370
2.240000,626.629044,600.064287,593.532530
2.260000,628.557648,602.324041,595.869730
2.280000,630.439865,604.544392,598.164876
2.300000,632.277339,606.725557,600.418670
2.320000,634.072185,608.867571,602.635205
2.340000,635.826744,610.971343,604.811550
2.360000,637.549520,613.037444,606.947445
2.380000,639.242166,615.066492,609.043227
2.400000,640.905009,617.059104,611.099676
2.420000,642.538214,619.015904,613.117845
2.440000,644.141964,620.937430,615.098910
2.460000,645.716447,622.824058,617.044027
2.480000,647.261756,624.676001,618.954189
2.500000,648.777854,626.493331,620.830128
2.520000,650.264686,628.276028,622.672253
2.540000,651.722346,630.025387,624.480644
2.560000,653.151166,631.743534,626.255417
2.580000,654.551241,633.432531,627.996894
2.600000,655.922759,635.094209,629.706017
2.620000,657.266252,636.730239,631.384307
2.640000,658.582201,638.342159,633.033614
2.660000,659.870997,639.931208,634.656009
2.680000,661.132923,641.498381,636.253409
2.700000,662.368173,643.044295,637.827406
2.720000,663.576857,644.569383,639.379110
2.740000,664.759029,646.073207,640.909184
2.760000,665.916169,647.555201,642.417891
2.780000,667.049964,649.014857,643.905734
2.800000,668.162022,650.451711,645.373900
2.820000,669.253762,651.865586,646.823702
2.840000,670.326360,653.256654,648.256438
2.860000,671.380736,654.625383,649.673340
2.880000,672.417532,655.972457,651.075521
2.900000,673.437111,657.298678,652.463882
2.920000,674.439564,658.604868,653.839020
2.940000,675.424789,659.891761,655.201144
2.960000,676.392598,661.159938,656.550040
2.980000,677.342859,662.409779,657.885094
3.000000,678.275487,663.641628,659.205392
3.020000,679.190460,664.855581,660.509884
