TIME,POINT1,POINT2,POINT3
0.000000,242.264247,206.435594,0.000000
0.020000,278.471375,214.164491,0.000000
0.040000,310.483769,222.687386,0.000000
0.060000,339.274945,231.686665,0.000000
0.080000,365.462731,240.950138,0.000000
0.100000,389.477084,250.332869,0.000000
0.120000,411.632880,259.734910,0.000000
0.140000,432.170234,269.086304,0.000000
0.160000,451.277746,278.337857,0.000000
0.180000,469.107146,287.454878,0.000000
0.200000,485.782931,296.413047,0.000000
0.220000,501.408940,305.195538,0.000000
0.240000,516.073003,313.791023,0.000000
0.260000,529.850306,322.192229,0.000000
0.280000,542.805893,330.394899,0.000000
0.300000,554.996557,338.397022,0.000000
0.320000,566.626833,346.221963,0.000000
0.340000,577.648837,353.859409,0.000000
0.360000,588.029180,361.301001,0.000000
0.380000,597.739820,368.539023,0.000000
0.400000,606.782352,375.571683,0.000000
0.420000,615.059540,382.391320,0.000000
0.440000,622.583960,388.988683,0.000000
0.460000,629.327871,395.352924,0.000000
0.480000,635.255143,401.469443,0.000000
0.500000,640.320244,407.321990,0.000000
0.520000,644.465272,412.892980,0.000000
0.540000,647.650565,418.165497,0.000000
0.560000,649.859019,423.124604,0.000000
0.580000,651.116796,427.761456,0.000000
0.600000,651.522859,432.080486,0.000000
0.620000,651.272702,436.107023,0.000000
0.640000,650.815202,439.929590,0.000000
0.660000,650.478608,443.619588,0.000000
0.680000,650.364164,447.202595,0.000000
0.700000,650.482214,450.688741,0.000000
0.720000,650.813241,454.085064,0.000000
0.740000,651.338954,457.402947,0.000000
0.760000,652.020430,460.646831,0.000000
0.780000,652.985640,463.843648,0.000000
0.800000,654.211979,466.999920,0.000000
0.820000,655.542603,470.097626,0.000000
0.840000,656.884029,473.122696,0.000000
0.860000,658.174207,476.062936,0.000000
0.880000,659.369944,478.908050,0.000000
0.900000,660.453842,481.658700,0.000000
0.920000,661.428538,484.322872,0.000000
0.940000,662.318678,486.910131,0.000000
0.960000,663.160786,489.431310,0.000000
0.980000,663.897527,491.897199,0.000000
1.000000,664.540388,494.320648,0.000000
1.020000,665.103262,496.710827,0.000000
1.040000,665.600676,499.069938,0.000000
1.060000,666.073833,501.403768,0.000000
1.080000,666.656196,503.732485,0.000000
1.100000,667.289773,506.051238,0.000000
1.120000,667.941177,508.356433,0.000000
1.140000,668.588576,510.645528,0.000000
1.160000,669.216597,512.915967,0.000000
1.180000,669.816333,515.165018,0.000000
1.200000,670.381265,517.389061,0.000000
1.220000,670.893779,519.584451,0.000000
1.240000,671.342966,521.747348,0.000000
1.260000,671.730750,523.875164,0.000000
1.280000,672.078130,525.964363,0.000000
1.300000,672.437980,528.012379,0.000000
1.320000,672.634532,530.016287,0.000000
1.340000,672.641517,531.976118,0.000000
1.360000,672.499583,533.891832,0.000000
1.380000,672.247485,535.764728,0.000000
1.400000,671.915598,537.593568,0.000000
1.420000,671.524414,539.380917,0.000000
1.440000,671.089860,541.124064,0.000000
1.460000,670.622008,542.825490,0.000000
1.480000,670.129884,544.480825,0.000000
1.500000,669.617056,546.094190,0.000000
1.520000,669.088774,547.659091,0.000000
1.540000,668.520158,549.182774,0.000000
1.560000,667.862285,550.656175,0.000000
1.580000,667.046601,552.091818,0.000000
1.600000,666.010869,553.478726,0.000000
1.620000,664.715344,554.834430,0.000000
1.640000,663.201418,556.148480,0.000000
1.660000,661.557008,557.438307,0.000000
1.680000,659.887253,558.696782,0.000000
1.700000,658.260683,559.936416,0.000000
1.720000,656.720886,561.152464,0.000000
1.740000,655.283352,562.352349,0.000000
1.760000,653.960852,563.534766,0.000000
1.780000,652.750077,564.705133,0.000000
1.800000,651.634885,565.863024,0.000000
1.820000,650.592844,567.010872,0.000000
1.840000,649.602937,568.148279,0.000000
1.860000,648.647225,569.276143,0.000000
1.880000,647.715306,570.394051,0.000000
1.900000,646.803733,571.502207,0.000000
1.920000,645.914949,572.600293,0.000000
1.940000,645.052981,573.688366,0.000000
1.960000,644.221011,574.766321,0.000000
1.980000,643.420112,575.834275,0.000000
2.000000,642.649492,576.892268,0.000000
2.020000,641.907539,577.940356,0.000000
2.040000,641.193550,578.978418,0.000000
2.060000,640.508670,580.006188,0.000000
2.080000,639.855829,581.023239,0.000000
2.100000,639.238889,582.029069,0.000000
2.120000,638.661793,583.023214,0.000000
2.140000,638.127961,584.005339,0.000000
2.160000,637.635877,584.975369,0.000000
2.180000,637.181336,585.933460,0.000000
2.200000,636.758540,586.879960,0.000000
2.220000,636.361387,587.815294,0.000000
2.240000,635.984870,588.739866,0.000000
2.260000,635.626063,589.654170,0.000000
2.280000,635.284115,590.558220,0.000000
2.300000,634.959568,591.452126,0.000000
2.320000,634.653603,592.335657,0.000000
2.340000,634.367477,593.208594,0.000000
2.360000,634.102289,594.070665,0.000000
2.380000,633.859002,594.921581,0.000000
2.400000,633.637233,595.761019,0.000000
2.420000,633.435310,596.588619,0.000000
2.440000,633.250710,597.404035,0.000000
2.460000,633.080482,598.206889,0.000000
2.480000,632.921712,598.996761,0.000000
2.500000,632.771966,599.773276,0.000000
2.520000,632.629546,600.536168,0.000000
2.540000,632.493569,601.286621,0.000000
2.560000,632.363835,602.022838,0.000000
2.580000,632.240656,602.744998,0.000000
2.600000,632.124640,603.453246,0.000000
2.620000,632.016455,604.147774,0.000000
2.640000,631.916725,604.828803,0.000000
2.660000,631.825968,605.496567,0.000000
2.680000,631.744579,606.151299,0.000000
2.700000,631.672840,606.793382,0.000000
2.720000,631.610942,607.422922,0.000000
2.740000,631.559019,608.040230,0.000000
2.760000,631.517171,608.645416,0.000000
2.780000,631.485458,609.238677,0.000000
2.800000,631.463845,609.820254,0.000000
2.820000,631.452172,610.390420,0.000000
2.840000,631.450174,610.949485,0.000000
2.860000,631.457502,611.497784,0.000000
2.880000,631.473752,612.035664,0.000000
2.900000,631.498504,612.563480,0.000000
2.920000,631.531352,613.081582,0.000000
2.940000,631.571938,613.590307,0.000000
2.960000,631.619953,614.089984,0.000000
2.980000,631.675155,614.580914,0.000000
3.000000,631.737367,615.063387,0.000000
3.020000,631.806428,615.537672,0.000000
3.040000,631.882020,616.004027,0.000000
3.060000,631.963719,616.462704,0.000000
3.080000,632.051014,616.913960,0.000000
3.100000,632.143323,617.358036,0.000000
3.120000,632.240027,617.795168,0.000000
3.140000,632.340506,618.225579,0.000000
3.160000,632.444173,618.649484,0.000000
3.180000,632.550506,619.067081,0.000000
3.200000,632.659069,619.478548,0.000000
3.220000,632.769515,619.884045,0.000000
3.240000,632.881589,620.283714,0.000000
3.260000,632.995110,620.677693,0.000000
3.280000,633.109913,621.066093,0.000000
3.300000,633.225826,621.449015,0.000000
3.320000,633.342661,621.826553,0.000000
3.340000,633.460214,622.198797,0.000000
3.360000,633.578269,622.565828,0.000000
3.380000,633.696601,622.927726,0.000000
3.400000,633.814995,623.284568,0.000000
3.420000,633.933261,623.636423,0.000000
3.440000,634.051239,623.983359,0.000000
3.460000,634.168813,624.325437,0.000000
3.480000,634.285908,624.662715,0.000000
3.500000,634.402491,624.995246,0.000000
3.520000,634.518562,625.323081,0.000000
3.540000,634.634147,625.646265,0.000000
3.560000,634.749293,625.964845,0.000000
3.580000,634.864060,626.278864,0.000000
3.600000,634.978515,626.588368,0.000000
3.620000,635.092729,626.893402,0.000000
3.640000,635.206768,627.194015,0.000000
3.660000,635.320696,627.490257,0.000000
3.680000,635.434564,627.782182,0.000000
3.700000,635.548416,628.069844,0.000000
3.720000,635.662285,628.353302,0.000000
3.740000,635.776193,628.632612,0.000000
3.760000,635.890152,628.907833,0.000000
3.780000,636.004163,629.179025,0.000000
3.800000,636.118221,629.446243,0.000000
3.820000,636.232311,629.709543,0.000000
3.840000,636.346414,629.968978,0.000000
3.860000,636.460508,630.224599,0.000000
3.880000,636.574570,630.476455,0.000000
3.900000,636.688576,630.724592,0.000000
3.920000,636.802505,630.969056,0.000000
3.940000,636.916338,631.209892,0.000000
3.960000,637.030060,631.447143,0.000000
3.980000,637.143659,631.680855,0.000000
4.000000,637.257126,631.911073,0.000000
4.020000,637.370450,632.137846,0.000000
4.040000,637.483620,632.361223,0.000000
4.060000,637.596622,632.581253,0.000000
4.080000,637.709440,632.797988,0.000000
4.100000,637.822054,633.011479,0.000000
4.120000,637.934441,633.221776,0.000000
4.140000,638.046574,633.428927,0.000000
4.160000,638.158422,633.632982,0.000000
4.180000,638.269950,633.833984,0.000000
4.200000,638.381119,634.031979,0.000000
4.220000,638.491888,634.227007,0.000000
4.240000,638.602213,634.419110,0.000000
4.260000,638.712047,634.608324,0.000000
4.280000,638.821342,634.794688,0.000000
4.300000,638.930044,634.978234,0.000000
4.320000,639.038093,635.159000,0.000000
4.340000,639.145426,635.337017,0.000000
4.360000,639.251974,635.512321,0.000000
4.380000,639.357670,635.684943,0.000000
4.400000,639.462448,635.854919,0.000000
4.420000,639.566242,636.022279,0.000000
4.440000,639.668992,636.187057,0.000000
4.460000,639.770639,636.349284,0.000000
4.480000,639.871127,636.508990,0.000000
4.500000,639.970404,636.666204,0.000000
4.520000,640.068421,636.820955,0.000000
4.540000,640.165131,636.973269,0.000000
4.560000,640.260491,637.123172,0.000000
4.580000,640.354462,637.270688,0.000000
4.600000,640.447007,637.415841,0.000000
4.620000,640.538094,637.558653,0.000000
4.640000,640.627695,637.699148,0.000000
4.660000,640.715787,637.837346,0.000000
4.680000,640.802351,637.973269,0.000000
4.700000,640.887375,638.106940,0.000000
4.720000,640.970853,638.238379,0.000000
4.740000,641.052785,638.367609,0.000000
4.760000,641.133175,638.494652,0.000000
4.780000,641.212034,638.619532,0.000000
4.800000,641.289378,638.742272,0.000000
4.820000,641.365228,638.862896,0.000000
4.840000,641.439607,638.981428,0.000000
4.860000,641.512543,639.097894,0.000000
4.880000,641.584066,639.212318,0.000000
4.900000,641.654209,639.324727,0.000000
4.920000,641.723005,639.435146,0.000000
4.940000,641.790490,639.543601,0.000000
